SGD_Momentumresult
nsamples=512, batch_size=64, epoch=100, lr=0.00015
initial Wa=0.10000000149011612, Wb=1.7999999523162842
updates=1, Epoch=0, minibatch=0, loss=0.26047, Wa=0.1000, Wb=1.8000, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-0.09704, dWb=0.88797, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=12, Epoch=1, minibatch=3, loss=0.28845, Wa=0.1319, Wb=1.7963, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-44.38973, dWb=0.12402, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=13, Epoch=1, minibatch=4, loss=0.19210, Wa=0.1467, Wb=1.7958, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-4.08819, dWb=0.56917, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=14, Epoch=1, minibatch=5, loss=0.19304, Wa=0.1607, Wb=1.7953, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-6.35672, dWb=0.42556, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=15, Epoch=1, minibatch=6, loss=0.11028, Wa=0.1742, Wb=1.7948, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-1.39501, dWb=0.31109, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=16, Epoch=1, minibatch=7, loss=0.28147, Wa=0.1866, Wb=1.7943, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-16.26842, dWb=0.49352, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=17, Epoch=2, minibatch=0, loss=0.14168, Wa=0.2001, Wb=1.7938, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.46111, dWb=0.57288, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=18, Epoch=2, minibatch=1, loss=0.27767, Wa=0.2123, Wb=1.7932, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-13.64651, dWb=0.44549, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=19, Epoch=2, minibatch=2, loss=0.18569, Wa=0.2253, Wb=1.7926, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-4.01421, dWb=0.47984, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=20, Epoch=2, minibatch=3, loss=0.11283, Wa=0.2375, Wb=1.7921, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-0.01995, dWb=0.41924, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=21, Epoch=2, minibatch=4, loss=0.16604, Wa=0.2486, Wb=1.7915, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-1.52130, dWb=0.50994, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=22, Epoch=2, minibatch=5, loss=0.26692, Wa=0.2588, Wb=1.7909, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-9.70995, dWb=0.34834, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=23, Epoch=2, minibatch=6, loss=0.39849, Wa=0.2694, Wb=1.7903, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-62.98854, dWb=0.45269, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=24, Epoch=2, minibatch=7, loss=0.15624, Wa=0.2884, Wb=1.7897, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-0.59172, dWb=0.49687, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=25, Epoch=3, minibatch=0, loss=0.27447, Wa=0.3056, Wb=1.7890, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-11.54115, dWb=0.44008, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=26, Epoch=3, minibatch=1, loss=0.22313, Wa=0.3228, Wb=1.7884, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-1.51031, dWb=0.69891, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=27, Epoch=3, minibatch=2, loss=0.22046, Wa=0.3385, Wb=1.7877, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-23.20756, dWb=0.40072, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=28, Epoch=3, minibatch=3, loss=0.15992, Wa=0.3561, Wb=1.7871, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-0.25360, dWb=0.59000, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=29, Epoch=3, minibatch=4, loss=0.19232, Wa=0.3720, Wb=1.7864, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-3.80444, dWb=0.45490, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=30, Epoch=3, minibatch=5, loss=0.13008, Wa=0.3869, Wb=1.7857, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.12325, dWb=0.51322, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=31, Epoch=3, minibatch=6, loss=0.16731, Wa=0.4003, Wb=1.7850, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-1.36296, dWb=0.41790, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=32, Epoch=3, minibatch=7, loss=0.19514, Wa=0.4125, Wb=1.7843, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-3.94321, dWb=0.40030, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=33, Epoch=4, minibatch=0, loss=0.21108, Wa=0.4241, Wb=1.7837, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-1.93396, dWb=0.59244, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=34, Epoch=4, minibatch=1, loss=0.15128, Wa=0.4349, Wb=1.7830, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-0.85768, dWb=0.44088, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=35, Epoch=4, minibatch=2, loss=0.17293, Wa=0.4447, Wb=1.7823, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-2.57576, dWb=0.40788, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=36, Epoch=4, minibatch=3, loss=0.17092, Wa=0.4539, Wb=1.7816, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-1.02896, dWb=0.52072, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=37, Epoch=4, minibatch=4, loss=0.15551, Wa=0.4623, Wb=1.7809, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-0.00287, dWb=0.57880, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=38, Epoch=4, minibatch=5, loss=0.20914, Wa=0.4699, Wb=1.7802, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-2.81396, dWb=0.51002, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=39, Epoch=4, minibatch=6, loss=0.23075, Wa=0.4771, Wb=1.7795, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-9.87219, dWb=0.48422, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=40, Epoch=4, minibatch=7, loss=0.14819, Wa=0.4851, Wb=1.7787, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-2.67600, dWb=0.24708, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=41, Epoch=5, minibatch=0, loss=0.14243, Wa=0.4927, Wb=1.7781, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.05765, dWb=0.56584, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=42, Epoch=5, minibatch=1, loss=0.15627, Wa=0.4996, Wb=1.7774, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-2.29157, dWb=0.21615, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=43, Epoch=5, minibatch=2, loss=0.14241, Wa=0.5061, Wb=1.7767, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-0.26989, dWb=0.50830, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=44, Epoch=5, minibatch=3, loss=0.18760, Wa=0.5120, Wb=1.7760, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-0.80396, dWb=0.64839, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=45, Epoch=5, minibatch=4, loss=0.22804, Wa=0.5174, Wb=1.7753, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-9.88597, dWb=0.34913, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=46, Epoch=5, minibatch=5, loss=0.19545, Wa=0.5238, Wb=1.7746, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-0.86161, dWb=0.59100, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=47, Epoch=5, minibatch=6, loss=0.11850, Wa=0.5296, Wb=1.7739, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-0.87147, dWb=0.31003, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=48, Epoch=5, minibatch=7, loss=0.19855, Wa=0.5350, Wb=1.7732, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-1.57972, dWb=0.57479, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=49, Epoch=6, minibatch=0, loss=0.18900, Wa=0.5401, Wb=1.7725, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-1.23510, dWb=0.54098, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=50, Epoch=6, minibatch=1, loss=0.18059, Wa=0.5449, Wb=1.7718, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-2.42033, dWb=0.38161, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=51, Epoch=6, minibatch=2, loss=0.16187, Wa=0.5495, Wb=1.7711, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-2.61764, dWb=0.42881, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=52, Epoch=6, minibatch=3, loss=0.17414, Wa=0.5541, Wb=1.7704, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-0.87468, dWb=0.54981, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=53, Epoch=6, minibatch=4, loss=0.18983, Wa=0.5584, Wb=1.7697, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-1.67610, dWb=0.56467, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=54, Epoch=6, minibatch=5, loss=0.14232, Wa=0.5625, Wb=1.7690, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-0.92927, dWb=0.40863, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=55, Epoch=6, minibatch=6, loss=0.17492, Wa=0.5663, Wb=1.7683, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-1.56944, dWb=0.51402, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=56, Epoch=6, minibatch=7, loss=0.12978, Wa=0.5700, Wb=1.7676, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-0.86149, dWb=0.38730, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=57, Epoch=7, minibatch=0, loss=0.14013, Wa=0.5734, Wb=1.7669, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-1.04647, dWb=0.36731, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=58, Epoch=7, minibatch=1, loss=0.14328, Wa=0.5766, Wb=1.7662, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-0.61918, dWb=0.48474, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=59, Epoch=7, minibatch=2, loss=0.13701, Wa=0.5796, Wb=1.7655, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00198, dWb=0.53294, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=60, Epoch=7, minibatch=3, loss=0.19669, Wa=0.5824, Wb=1.7648, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-3.06140, dWb=0.42273, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=61, Epoch=7, minibatch=4, loss=0.25065, Wa=0.5853, Wb=1.7641, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-48.08197, dWb=0.56997, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=62, Epoch=7, minibatch=5, loss=0.14899, Wa=0.5951, Wb=1.7634, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-0.29265, dWb=0.54718, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=63, Epoch=7, minibatch=6, loss=0.16488, Wa=0.6040, Wb=1.7627, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-1.43391, dWb=0.53668, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=64, Epoch=7, minibatch=7, loss=0.17554, Wa=0.6122, Wb=1.7620, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-2.60835, dWb=0.37230, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=65, Epoch=8, minibatch=0, loss=0.14929, Wa=0.6200, Wb=1.7612, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-0.20729, dWb=0.54538, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=66, Epoch=8, minibatch=1, loss=0.15749, Wa=0.6270, Wb=1.7605, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-1.77368, dWb=0.34792, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=67, Epoch=8, minibatch=2, loss=0.19646, Wa=0.6336, Wb=1.7598, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-1.81064, dWb=0.58275, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=68, Epoch=8, minibatch=3, loss=0.13550, Wa=0.6398, Wb=1.7591, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-0.02647, dWb=0.53003, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=69, Epoch=8, minibatch=4, loss=0.14505, Wa=0.6454, Wb=1.7584, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-0.95792, dWb=0.40832, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=70, Epoch=8, minibatch=5, loss=0.16446, Wa=0.6506, Wb=1.7577, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-0.33482, dWb=0.58022, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=71, Epoch=8, minibatch=6, loss=0.15439, Wa=0.6553, Wb=1.7569, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-2.95088, dWb=0.42641, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=72, Epoch=8, minibatch=7, loss=0.15013, Wa=0.6599, Wb=1.7562, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-1.59842, dWb=0.37458, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=73, Epoch=9, minibatch=0, loss=0.17406, Wa=0.6644, Wb=1.7555, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-8.84531, dWb=0.35133, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=74, Epoch=9, minibatch=1, loss=0.15702, Wa=0.6697, Wb=1.7548, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-1.38389, dWb=0.41517, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=75, Epoch=9, minibatch=2, loss=0.13387, Wa=0.6747, Wb=1.7541, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-0.48198, dWb=0.45791, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=76, Epoch=9, minibatch=3, loss=0.19743, Wa=0.6793, Wb=1.7534, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-7.35034, dWb=0.50405, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=77, Epoch=9, minibatch=4, loss=0.16354, Wa=0.6845, Wb=1.7528, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-1.29519, dWb=0.49878, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=78, Epoch=9, minibatch=5, loss=0.14438, Wa=0.6894, Wb=1.7521, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-3.83189, dWb=0.48607, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=79, Epoch=9, minibatch=6, loss=0.19685, Wa=0.6944, Wb=1.7514, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-1.16617, dWb=0.65668, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=80, Epoch=9, minibatch=7, loss=0.14499, Wa=0.6991, Wb=1.7506, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-1.53169, dWb=0.40063, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=81, Epoch=10, minibatch=0, loss=0.16093, Wa=0.7035, Wb=1.7499, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-1.49540, dWb=0.50877, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=82, Epoch=10, minibatch=1, loss=0.12280, Wa=0.7077, Wb=1.7492, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-0.68996, dWb=0.39031, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=83, Epoch=10, minibatch=2, loss=0.17918, Wa=0.7116, Wb=1.7485, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-2.53784, dWb=0.43397, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=84, Epoch=10, minibatch=3, loss=0.13428, Wa=0.7155, Wb=1.7478, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.11358, dWb=0.55720, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=85, Epoch=10, minibatch=4, loss=0.13199, Wa=0.7189, Wb=1.7471, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-0.77015, dWb=0.47097, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=86, Epoch=10, minibatch=5, loss=0.17044, Wa=0.7222, Wb=1.7464, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-1.71068, dWb=0.48071, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=87, Epoch=10, minibatch=6, loss=0.13676, Wa=0.7254, Wb=1.7456, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-0.47099, dWb=0.44428, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=88, Epoch=10, minibatch=7, loss=0.20328, Wa=0.7283, Wb=1.7449, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-2.55433, dWb=0.48631, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=89, Epoch=11, minibatch=0, loss=0.17217, Wa=0.7313, Wb=1.7442, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-3.13979, dWb=0.35299, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=90, Epoch=11, minibatch=1, loss=0.20370, Wa=0.7345, Wb=1.7435, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-5.46961, dWb=0.49135, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
