SGD_Momentumresult
nsamples=512, batch_size=64, epoch=100, lr=0.012
initial Wa=0.10000000149011612, Wb=1.7999999523162842
updates=1, Epoch=0, minibatch=0, loss=0.26047, Wa=0.1000, Wb=1.8000, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=-0.09704, dWb=0.88797, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=92, Epoch=11, minibatch=3, loss=0.07894, Wa=3.8188, Wb=0.9932, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00607, dWb=0.05866, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=93, Epoch=11, minibatch=4, loss=0.05120, Wa=3.8183, Wb=0.9908, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00306, dWb=-0.05268, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=94, Epoch=11, minibatch=5, loss=0.05697, Wa=3.8177, Wb=0.9893, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00373, dWb=-0.03320, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=95, Epoch=11, minibatch=6, loss=0.07868, Wa=3.8172, Wb=0.9883, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00465, dWb=-0.04242, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=96, Epoch=11, minibatch=7, loss=0.05580, Wa=3.8166, Wb=0.9880, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00361, dWb=-0.04402, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=97, Epoch=12, minibatch=0, loss=0.07057, Wa=3.8161, Wb=0.9882, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00454, dWb=-0.01347, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=98, Epoch=12, minibatch=1, loss=0.08630, Wa=3.8155, Wb=0.9885, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00584, dWb=0.03602, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=99, Epoch=12, minibatch=2, loss=0.06205, Wa=3.8150, Wb=0.9884, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00362, dWb=-0.06178, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=100, Epoch=12, minibatch=3, loss=0.07172, Wa=3.8144, Wb=0.9890, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00448, dWb=-0.03367, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=101, Epoch=12, minibatch=4, loss=0.05975, Wa=3.8139, Wb=0.9900, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00376, dWb=-0.05080, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=102, Epoch=12, minibatch=5, loss=0.07151, Wa=3.8134, Wb=0.9915, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00529, dWb=0.04874, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=103, Epoch=12, minibatch=6, loss=0.09339, Wa=3.8128, Wb=0.9922, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00693, dWb=0.09953, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=104, Epoch=12, minibatch=7, loss=0.04548, Wa=3.8122, Wb=0.9917, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00344, dWb=0.00046, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=105, Epoch=13, minibatch=0, loss=0.04568, Wa=3.8117, Wb=0.9912, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00255, dWb=-0.08271, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=106, Epoch=13, minibatch=1, loss=0.07023, Wa=3.8112, Wb=0.9918, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00478, dWb=0.02000, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=107, Epoch=13, minibatch=2, loss=0.06213, Wa=3.8106, Wb=0.9921, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00402, dWb=-0.02351, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=108, Epoch=13, minibatch=3, loss=0.05626, Wa=3.8101, Wb=0.9926, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00446, dWb=0.03999, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=109, Epoch=13, minibatch=4, loss=0.06029, Wa=3.8096, Wb=0.9926, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00371, dWb=-0.04704, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=110, Epoch=13, minibatch=5, loss=0.11291, Wa=3.8090, Wb=0.9931, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00819, dWb=0.09887, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=111, Epoch=13, minibatch=6, loss=0.08101, Wa=3.8085, Wb=0.9924, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00529, dWb=0.00058, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=112, Epoch=13, minibatch=7, loss=0.07194, Wa=3.8079, Wb=0.9918, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00545, dWb=0.05313, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=113, Epoch=14, minibatch=0, loss=0.06929, Wa=3.8073, Wb=0.9906, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00434, dWb=-0.02568, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=114, Epoch=14, minibatch=1, loss=0.06690, Wa=3.8067, Wb=0.9899, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00467, dWb=-0.00692, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=115, Epoch=14, minibatch=2, loss=0.08918, Wa=3.8062, Wb=0.9892, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00622, dWb=0.06844, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=116, Epoch=14, minibatch=3, loss=0.07228, Wa=3.8056, Wb=0.9879, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00499, dWb=0.01221, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=117, Epoch=14, minibatch=4, loss=0.07978, Wa=3.8050, Wb=0.9865, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00588, dWb=0.02560, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=118, Epoch=14, minibatch=5, loss=0.05923, Wa=3.8044, Wb=0.9849, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00357, dWb=-0.05875, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=119, Epoch=14, minibatch=6, loss=0.05825, Wa=3.8038, Wb=0.9843, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00375, dWb=-0.01835, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=120, Epoch=14, minibatch=7, loss=0.06535, Wa=3.8032, Wb=0.9839, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00419, dWb=-0.01606, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=121, Epoch=15, minibatch=0, loss=0.08233, Wa=3.8026, Wb=0.9837, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00550, dWb=0.01897, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=122, Epoch=15, minibatch=1, loss=0.05877, Wa=3.8021, Wb=0.9833, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00416, dWb=-0.00784, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=123, Epoch=15, minibatch=2, loss=0.06315, Wa=3.8015, Wb=0.9831, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00410, dWb=-0.01191, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=124, Epoch=15, minibatch=3, loss=0.05942, Wa=3.8009, Wb=0.9830, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00396, dWb=-0.03713, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=125, Epoch=15, minibatch=4, loss=0.05640, Wa=3.8004, Wb=0.9834, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00347, dWb=-0.07347, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=126, Epoch=15, minibatch=5, loss=0.09075, Wa=3.7999, Wb=0.9846, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00635, dWb=0.04124, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=127, Epoch=15, minibatch=6, loss=0.04185, Wa=3.7993, Wb=0.9852, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00227, dWb=-0.08897, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=128, Epoch=15, minibatch=7, loss=0.10759, Wa=3.7988, Wb=0.9868, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00734, dWb=0.09210, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=129, Epoch=16, minibatch=0, loss=0.08143, Wa=3.7982, Wb=0.9871, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00532, dWb=0.00995, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=130, Epoch=16, minibatch=1, loss=0.08669, Wa=3.7976, Wb=0.9873, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00634, dWb=0.06000, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=131, Epoch=16, minibatch=2, loss=0.06836, Wa=3.7970, Wb=0.9868, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00414, dWb=-0.06290, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=132, Epoch=16, minibatch=3, loss=0.05999, Wa=3.7964, Wb=0.9870, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00401, dWb=-0.01905, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=133, Epoch=16, minibatch=4, loss=0.05790, Wa=3.7959, Wb=0.9875, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00376, dWb=-0.02653, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=134, Epoch=16, minibatch=5, loss=0.07175, Wa=3.7953, Wb=0.9882, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00499, dWb=0.00611, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=135, Epoch=16, minibatch=6, loss=0.05298, Wa=3.7947, Wb=0.9888, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00246, dWb=-0.10276, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=136, Epoch=16, minibatch=7, loss=0.08088, Wa=3.7942, Wb=0.9906, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00700, dWb=0.12592, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=137, Epoch=17, minibatch=0, loss=0.08871, Wa=3.7936, Wb=0.9907, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00629, dWb=0.04131, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=138, Epoch=17, minibatch=1, loss=0.06965, Wa=3.7931, Wb=0.9902, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00557, dWb=0.05085, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=139, Epoch=17, minibatch=2, loss=0.06506, Wa=3.7925, Wb=0.9892, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00406, dWb=-0.06680, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=140, Epoch=17, minibatch=3, loss=0.07735, Wa=3.7919, Wb=0.9891, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00453, dWb=-0.02390, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=141, Epoch=17, minibatch=4, loss=0.07681, Wa=3.7913, Wb=0.9893, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00561, dWb=0.04374, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=142, Epoch=17, minibatch=5, loss=0.08453, Wa=3.7907, Wb=0.9890, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00651, dWb=0.10495, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=143, Epoch=17, minibatch=6, loss=0.05764, Wa=3.7901, Wb=0.9874, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00393, dWb=-0.02176, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=144, Epoch=17, minibatch=7, loss=0.04025, Wa=3.7895, Wb=0.9863, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00184, dWb=-0.12331, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=145, Epoch=18, minibatch=0, loss=0.06403, Wa=3.7889, Wb=0.9867, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00365, dWb=-0.06473, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=146, Epoch=18, minibatch=1, loss=0.06307, Wa=3.7884, Wb=0.9879, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00472, dWb=0.02746, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=147, Epoch=18, minibatch=2, loss=0.07014, Wa=3.7879, Wb=0.9886, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00475, dWb=-0.03219, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=148, Epoch=18, minibatch=3, loss=0.06483, Wa=3.7873, Wb=0.9897, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00504, dWb=0.03636, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=149, Epoch=18, minibatch=4, loss=0.08251, Wa=3.7868, Wb=0.9902, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00584, dWb=0.04990, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=150, Epoch=18, minibatch=5, loss=0.06197, Wa=3.7862, Wb=0.9900, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00406, dWb=-0.01644, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=151, Epoch=18, minibatch=6, loss=0.07358, Wa=3.7856, Wb=0.9901, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00488, dWb=-0.00838, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=152, Epoch=18, minibatch=7, loss=0.07939, Wa=3.7851, Wb=0.9902, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00559, dWb=0.01642, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=153, Epoch=19, minibatch=0, loss=0.06845, Wa=3.7845, Wb=0.9902, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00520, dWb=0.05977, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=154, Epoch=19, minibatch=1, loss=0.04511, Wa=3.7839, Wb=0.9894, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00285, dWb=-0.06434, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=155, Epoch=19, minibatch=2, loss=0.08057, Wa=3.7833, Wb=0.9895, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00510, dWb=-0.00822, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=156, Epoch=19, minibatch=3, loss=0.07045, Wa=3.7828, Wb=0.9897, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00406, dWb=-0.05266, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=157, Epoch=19, minibatch=4, loss=0.03810, Wa=3.7822, Wb=0.9905, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00156, dWb=-0.14898, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=158, Epoch=19, minibatch=5, loss=0.08422, Wa=3.7817, Wb=0.9930, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00666, dWb=0.10968, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=159, Epoch=19, minibatch=6, loss=0.08336, Wa=3.7812, Wb=0.9939, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00723, dWb=0.12189, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=160, Epoch=19, minibatch=7, loss=0.08974, Wa=3.7806, Wb=0.9933, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00643, dWb=0.02110, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=161, Epoch=20, minibatch=0, loss=0.06275, Wa=3.7800, Wb=0.9925, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00444, dWb=0.00249, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=162, Epoch=20, minibatch=1, loss=0.07100, Wa=3.7794, Wb=0.9917, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00517, dWb=0.01089, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=163, Epoch=20, minibatch=2, loss=0.04197, Wa=3.7788, Wb=0.9909, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00185, dWb=-0.13284, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=164, Epoch=20, minibatch=3, loss=0.09935, Wa=3.7783, Wb=0.9917, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00751, dWb=0.12319, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=165, Epoch=20, minibatch=4, loss=0.07104, Wa=3.7777, Wb=0.9910, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00544, dWb=0.03215, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=166, Epoch=20, minibatch=5, loss=0.08665, Wa=3.7771, Wb=0.9900, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00578, dWb=0.01068, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=167, Epoch=20, minibatch=6, loss=0.06240, Wa=3.7765, Wb=0.9890, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00393, dWb=-0.05489, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=168, Epoch=20, minibatch=7, loss=0.06397, Wa=3.7759, Wb=0.9887, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00493, dWb=0.03810, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=169, Epoch=21, minibatch=0, loss=0.07353, Wa=3.7753, Wb=0.9880, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00540, dWb=0.04451, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=170, Epoch=21, minibatch=1, loss=0.07032, Wa=3.7747, Wb=0.9868, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00497, dWb=-0.00071, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=171, Epoch=21, minibatch=2, loss=0.07545, Wa=3.7741, Wb=0.9857, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00607, dWb=0.06730, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=172, Epoch=21, minibatch=3, loss=0.07983, Wa=3.7735, Wb=0.9840, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00517, dWb=-0.01770, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=173, Epoch=21, minibatch=4, loss=0.07673, Wa=3.7729, Wb=0.9826, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00541, dWb=0.03223, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=174, Epoch=21, minibatch=5, loss=0.05868, Wa=3.7722, Wb=0.9810, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00296, dWb=-0.11787, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=175, Epoch=21, minibatch=6, loss=0.07830, Wa=3.7716, Wb=0.9810, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00509, dWb=-0.00842, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=176, Epoch=21, minibatch=7, loss=0.04694, Wa=3.7711, Wb=0.9810, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00280, dWb=-0.07709, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=177, Epoch=22, minibatch=0, loss=0.06792, Wa=3.7705, Wb=0.9820, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00438, dWb=-0.03179, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=178, Epoch=22, minibatch=1, loss=0.04234, Wa=3.7699, Wb=0.9833, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00320, dWb=-0.01773, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=179, Epoch=22, minibatch=2, loss=0.06338, Wa=3.7694, Wb=0.9846, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00351, dWb=-0.08078, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=180, Epoch=22, minibatch=3, loss=0.07586, Wa=3.7688, Wb=0.9868, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00467, dWb=-0.03906, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=181, Epoch=22, minibatch=4, loss=0.08333, Wa=3.7683, Wb=0.9893, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00677, dWb=0.09009, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
updates=182, Epoch=22, minibatch=5, loss=0.08124, Wa=3.7677, Wb=0.9904, unitvecWa=0.00000, unitvecWb=0.00000, eff_stepsize=0.00000, dWa=0.00572, dWb=0.03688, VdWa=0.00000, VdWb=0.00000, sqrt_SdWa=0.00000, sqrt_SdWb=0.00000
